매출액,영업이익,당기순이익,영업이익률,순이익률,ROE(지배주주),부채비율,당좌비율,유보율,EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당률(%),배당성향(%),시가총액,상장주식수,ROE(%),주당배당금
20623.0,907.0,-29.0,4.4,-0.14,-0.34,236.69,78.08,1107.01,-248.0,-115.06,72285.0,0.4,476.0,1.67,-191.61,,,,
8776,384,304,4.38,3.46,8.98,416.17,56.42,135.10,1025,2.53,12788,0.20,-,-,-,,,,
28521,1578,509,5.53,1.78,0.26,102.14,101.33,1097.96,164,182.52,63530,0.47,-,-,-,,,,
81858,8404,3957,10.27,4.83,11.59,165.69,55.96,135.69,873,4.53,8084,0.49,-,-,-,,,,
4461,221,235,4.95,5.28,,51.38,150.49,467.63,2788,6.19,28380,0.61,-,-,-,,,,
17711,-1567,-2643,-8.85,-14.92,-34.08,222.25,63.86,262.89,-10684,-1.08,19447,0.59,-,-,-,,,,
205126.0,3313.0,256.0,1.62,0.13,0.1,99.41,64.58,2308.48,128.0,245.36,128729.0,0.24,750.0,2.38,575.59,,,,
15520.0,650.0,235.0,4.19,1.52,9.62,361.97,48.23,714.06,357.0,5.93,4264.0,0.5,25.0,1.18,6.65,,,,
2436.0,188.0,237.0,7.71,9.71,7.95,37.9,205.26,3329.35,1128.0,5.11,14763.0,0.39,82.0,1.43,7.3,,,,
37814,1303,160,3.45,0.42,1.45,303.92,60.10,1910.73,1409,18.91,97537,0.27,-,-,-,,,,
30536,1583,-529,5.18,-1.73,-19.74,524.35,33.16,1264.96,-15622,-7.11,72388,1.53,-,-,-,,,,
337797.0,15092.0,3238.0,4.47,0.96,6.24,176.3,62.15,2527.96,7491.0,12.9,134491.0,0.72,1850.0,1.92,23.26,,,,
9920.0,874.0,584.0,8.81,5.89,7.15,937.78,,285.96,1144.0,3.7,16889.0,0.25,250.0,5.9,21.34,,,,
49550.0,4057.0,3428.0,8.19,6.92,6.88,1238.94,,539.4,1817.0,3.92,27173.0,0.26,410.0,5.76,22.57,,,,
,,,,,,,,,,,,,,,,"8,374  억원",213089000,,
24283,346,-335,1.43,-1.38,-7.44,164.80,61.08,59.56,-932,-8.37,8886,0.88,-,-,-,,,,
11830.0,576.0,629.0,4.87,5.32,5.58,17.31,209.35,3409.24,2408.0,5.31,53446.0,0.24,280.0,2.19,9.62,,,,
234756,-13594,-28721,-5.79,-12.23,-22.35,184.86,74.42,545.22,-7908,-2.05,31694,0.51,-,-,-,,,,
,,,,,,,,,,,,,,,,,,,
101518.0,3494.0,928.0,3.44,0.91,0.8,152.0,101.17,1934.4,787.0,60.76,114028.0,0.42,1450.0,3.03,158.94,,,,
8671.0,473.0,385.0,5.45,4.44,8.39,33.36,276.23,5711.99,2370.0,16.8,29033.0,1.37,830.0,2.09,35.03,,,,
105309.0,1348.0,-149.0,1.28,-0.14,2.48,214.86,89.52,515.19,737.0,20.41,30303.0,0.5,300.0,1.99,40.59,,,,
,,,,,,,,,,,,,,,,750  억원,18660000,,
243942.0,4201.0,654.0,1.72,0.27,1.01,151.41,42.32,2119.87,561.0,169.84,55803.0,1.71,200.0,0.21,35.73,,,,
1839,228,147,12.39,7.98,6.49,73.58,295.24,2191.45,240,,3803,-,,,-,,,,
11129.0,412.0,50.0,3.71,0.45,1.51,196.6,51.85,1003.2,540.0,79.08,36311.0,1.18,300.0,0.7,56.68,,,,
269907.0,27192.0,20091.0,10.07,7.44,4.23,36.12,96.91,1286.81,2755.0,34.15,70060.0,1.34,1000.0,1.06,34.1,,,,
22757.0,1359.0,746.0,5.97,3.28,16.94,298.79,74.84,916.8,8013.0,2.53,51185.0,0.4,600.0,2.96,7.43,,,,
66948.0,8053.0,6386.0,12.03,9.54,9.76,14.66,195.99,7046.39,33541.0,12.67,379956.0,1.12,14000.0,3.29,39.09,,,,
581460.0,20097.0,18267.0,3.46,3.14,6.5,90.99,68.09,1298.17,4506.0,9.83,72277.0,0.61,1150.0,2.6,25.24,,,,
10308.0,4.0,292.0,0.04,2.84,3.25,15.8,297.33,20997.99,32968.0,13.33,1077820.0,0.41,1000.0,0.23,2.92,,,,
11872.0,153.0,160.0,1.29,1.35,3.74,33.91,96.02,788.85,323.0,25.27,9051.0,0.9,60.0,0.74,17.94,,,,
994,-105,-55,-10.57,-5.58,-22.79,648.94,26.22,96.88,-4179,-17.54,16184,4.53,-,-,-,,,,
29640.0,1298.0,1089.0,4.38,3.67,11.21,135.49,69.59,2825.09,2976.0,7.79,27689.0,0.84,600.0,2.59,20.17,,,,
9186.0,239.0,179.0,2.6,1.95,3.24,110.41,92.53,2673.64,837.0,9.96,26020.0,0.32,250.0,3.0,29.88,,,,
83587,2928,-465,3.50,-0.56,-1.22,200.30,72.82,106.56,-434,-64.23,35030,0.80,-,-,-,,,,
10217.0,420.0,296.0,4.11,2.9,6.73,37.47,115.72,1872.42,1223.0,4.93,20463.0,0.29,200.0,3.32,14.92,,,,
12044.0,295.0,144.0,2.45,1.2,3.22,146.2,70.3,1397.14,153.0,13.02,4940.0,0.4,68.0,3.38,42.15,,,,
2627.0,668.0,510.0,25.43,19.43,18.78,100.28,105.73,2392.08,1669.0,48.54,11656.0,6.95,470.0,0.58,30.32,,,,
40265.0,1099.0,-999.0,2.73,-2.48,-5.02,61.69,26.9,1528.36,-4232.0,-7.3,81410.0,0.38,1000.0,3.24,-23.63,,,,
1964.0,-4.0,13.0,-0.19,0.65,0.55,7.51,883.07,5914.61,306.0,44.4,76398.0,0.18,200.0,1.47,47.84,,,,
1320.0,21.0,13.0,1.59,0.96,1.49,120.17,56.62,366.72,64.0,57.63,4700.0,0.78,70.0,1.91,109.92,,,,
1626.0,26.0,24.0,1.6,1.46,2.14,75.36,107.9,986.23,116.0,22.13,5682.0,0.45,50.0,1.95,41.3,,,,
3237.0,175.0,177.0,5.4,5.48,,14.51,323.32,3069.75,10189.0,7.79,168403.0,0.47,2000.0,2.52,17.28,,,,
1684.0,212.0,160.0,12.59,9.52,,96.51,61.1,348.07,357.0,6.89,3895.0,0.63,75.0,3.05,20.1,,,,
4335,-38,-17,-0.88,-0.40,-1.18,58.71,127.13,645.76,-40,-47.63,3992,0.48,-,-,-,,,,
1682.0,95.0,-74.0,5.67,-4.42,-2.0,19.0,393.85,1062.92,-101.0,-129.26,4629.0,2.83,174.0,1.33,-164.46,,,,
1323.0,3.0,18.0,0.24,1.39,1.64,8.63,676.34,1041.5,92.0,56.89,5627.0,0.93,75.0,1.43,81.59,,,,
1967,31,-24,1.58,-1.24,-2.12,31.56,122.71,1448.10,-162,-53.11,8543,1.01,-,-,-,,,,
1994.0,219.0,112.0,11.0,5.59,5.36,33.47,175.34,3456.11,868.0,8.95,17500.0,0.44,250.0,3.22,27.15,,,,
752.0,-41.0,50.0,-5.42,6.7,2.21,18.14,150.98,5183.88,585.0,13.65,27069.0,0.3,60.0,0.75,10.12,,,,
318040.0,12526.0,10517.0,3.94,3.31,3.26,738.14,,39326.77,4887.0,15.24,198619.0,0.38,2650.0,3.56,48.69,,,,
3754.0,416.0,284.0,11.08,7.56,10.29,97.0,121.29,302.85,1998.0,7.88,20142.0,0.78,750.0,4.76,37.55,,,,
1951.0,51.0,36.0,2.62,1.83,7.03,104.24,102.9,379.85,460.0,33.51,6665.0,2.31,100.0,0.65,21.76,,,,
2810.0,295.0,247.0,10.51,8.8,7.75,32.05,175.81,8436.99,4195.0,9.71,72820.0,0.56,200.0,0.49,3.68,,,,
4607.0,474.0,374.0,10.29,8.11,11.14,115.46,62.95,5241.73,2742.0,12.95,26586.0,1.34,400.0,1.13,14.02,,,,
1777,141,112,7.94,6.32,34.66,395.48,35.83,-21.09,304,6.97,1026,2.06,,,-,,,,
412,-79,-164,-19.22,-39.81,-105.01,618.88,25.91,-69.44,-2004,-1.30,865,3.01,-,-,-,,,,
2615,353,311,13.49,11.90,17.53,71.03,222.97,9482.90,3125,,19180,-,,,-,,,,
3696.0,-42.0,103.0,-1.15,2.79,2.01,19.65,162.48,6341.77,644.0,18.46,32378.0,0.37,500.0,4.2,77.58,,,,
10162.0,242.0,175.0,2.38,1.72,8.91,293.63,58.79,700.19,4379.0,6.01,49395.0,0.53,800.0,3.04,18.27,,,,
1781.0,2.0,29.0,0.12,1.61,0.92,10.8,343.28,6780.11,319.0,31.33,34929.0,0.29,150.0,1.5,47.0,,,,
25676.0,162.0,203.0,0.63,0.79,1.8,723.87,,1502.07,1255.0,36.69,135482.0,0.34,2500.0,5.43,105.12,,,,
6749,90,5,1.33,0.08,0.74,100.13,67.45,392.28,17,107.07,2595,0.71,-,-,-,,,,
1897,56,54,2.95,2.84,2.57,81.76,126.47,740.19,96,75.05,4166,1.74,-,-,-,,,,
8368.0,812.0,287.0,9.7,3.43,3.51,139.62,122.23,4001.55,711.0,10.69,20491.0,0.37,150.0,1.97,21.09,,,,
2461.0,114.0,-81.0,4.62,-3.27,-5.44,61.69,164.67,2455.24,-725.0,-29.36,12737.0,1.67,500.0,2.35,-68.93,,,,
22622.0,436.0,871.0,1.93,3.85,7.25,64.91,126.96,5691.15,1921.0,9.45,29291.0,0.62,400.0,2.2,21.65,,,,
6332,-378,-729,-5.98,-11.52,-56.00,811.83,39.15,120.25,-2451,-4.41,3639,2.97,,,-,,,,
3637,30,-556,0.82,-15.29,-15.37,108.28,64.03,2122.94,-860,-4.09,5273,0.67,-,-,-,,,,
1975.0,34.0,11.0,1.72,0.54,0.64,86.9,74.56,522.67,12.0,92.09,3077.0,0.37,30.0,2.62,151.86,,,,
227083.0,28000.0,20376.0,12.33,8.97,,1319.96,,605.9,2776.0,4.18,29782.0,0.39,700.0,6.03,27.0,,,,
523,-64,-166,-12.32,-31.63,-20.27,58.42,106.96,245.45,-368,-5.94,1774,1.23,-,-,-,,,,
2101.0,110.0,-126.0,5.24,-6.02,-14.93,127.73,67.36,1180.01,-1012.0,-3.96,6790.0,0.59,100.0,2.5,-9.25,,,,
14804.0,125.0,366.0,0.85,2.47,2.43,28.32,214.07,2547.07,538.0,80.57,23938.0,1.81,349.0,0.81,59.44,,,,
,,,,,,,,,,,,,,,,"3,382  억원",63341590,,
1832,174,129,9.52,7.02,4.67,24.50,65.87,61.24,95,56.29,2736,1.95,,,-,,,,
6683,114,36,1.71,0.54,1.19,157.09,85.52,721.03,97,31.12,8193,0.37,-,-,-,,,,
811.0,69.0,64.0,8.54,7.91,7.84,22.01,223.41,1929.38,640.0,12.16,11195.0,0.69,220.0,2.83,25.79,,,,
1082,158,145,14.64,13.40,5.66,7.57,489.52,653.21,2181,17.88,77404,0.50,,,-,,,,
640.0,141.0,128.0,22.05,20.0,12.02,9.57,1058.75,19766.64,10187.0,8.11,104039.0,0.79,1500.0,1.82,12.43,,,,
30701.0,2068.0,-3419.0,6.73,-11.14,-5.81,52.21,127.98,12027.79,-717.0,-42.82,12746.0,2.41,25.0,0.08,-3.46,,,,
1411,-653,-650,-46.28,-46.07,-82.49,1025.48,103.97,384.65,-684,,491,-,,,-,,,,
458,-60,-162,-13.12,-35.41,1020.33,-886.24,39.22,-121.52,-5043,-4.71,-647,-36.69,,,-,,,,
5119.0,653.0,570.0,12.75,11.14,11.92,34.14,264.23,6629.59,3591.0,5.19,36144.0,0.52,250.0,1.34,6.39,,,,
2653.0,491.0,369.0,18.49,13.89,13.52,17.01,342.28,2809.27,1858.0,12.57,14544.0,1.61,200.0,0.86,10.76,,,,
243421.0,11596.0,6659.0,4.76,2.74,4.58,127.48,101.6,835.75,2358.0,11.45,55714.0,0.48,1100.0,4.07,43.81,,,,
106699.0,2498.0,1887.0,2.34,1.77,8.04,377.73,,4042.54,1340.0,5.81,18176.0,0.5,427.0,5.49,30.44,,,,
5283.0,745.0,794.0,14.1,15.04,12.38,20.62,194.06,37819.94,2234.0,9.4,21677.0,0.97,600.0,2.86,23.48,,,,
6637.0,1206.0,799.0,18.18,12.04,16.1,36.86,144.11,19334.86,2890.0,14.95,19339.0,2.23,560.0,1.3,4.75,,,,
3866.0,265.0,189.0,6.86,4.9,14.02,134.36,80.96,5248.11,1424.0,6.1,10689.0,0.81,250.0,2.88,17.55,,,,
9045.0,512.0,-225.0,5.66,-2.49,-7.49,169.22,39.03,4196.68,-1342.0,-7.75,17431.0,0.6,100.0,0.96,-7.32,,,,
5729.0,208.0,217.0,3.64,3.79,5.88,76.47,39.21,785.09,263.0,16.19,4448.0,0.96,290.0,6.82,107.38,,,,
219.0,1.0,5.0,0.31,2.46,1.67,18.61,540.52,768.21,71.0,56.86,4391.0,0.92,85.0,2.11,115.72,,,,
4022.0,215.0,171.0,5.35,4.26,33.47,320.9,54.79,308.33,959.0,3.82,3503.0,1.04,60.0,1.64,6.26,,,,
1263,-47,-105,-3.69,-8.30,-31.41,567.61,46.46,-106.72,-224,-9.30,586,3.56,,,-,,,,
3047.0,251.0,340.0,8.24,11.14,7.86,8.54,623.02,3408.16,2953.0,9.99,47075.0,0.63,1000.0,3.39,27.77,,,,
2557.0,1193.0,1083.0,46.66,42.34,12.72,64.18,,260.18,428.0,4.91,3677.0,0.57,110.0,5.24,24.3,,,,
31102.0,2756.0,1683.0,8.86,5.41,15.84,269.11,58.16,138.83,1748.0,19.48,11714.0,2.91,400.0,1.17,22.88,,,,
4730.0,275.0,339.0,5.81,7.17,10.78,117.64,75.21,4986.99,2538.0,8.93,24757.0,0.91,275.0,1.21,10.84,,,,
16791.0,960.0,400.0,5.71,2.38,6.92,184.81,40.09,368.9,1681.0,8.59,24836.0,0.58,600.0,4.15,35.65,,,,
5443.0,1112.0,910.0,20.42,16.72,20.88,80.42,104.4,712.46,7655.0,13.85,40454.0,2.62,1500.0,1.42,19.24,,,,
9722,255,64,2.62,0.66,2.79,89.17,86.32,77.17,234,38.28,8324,1.07,-,-,-,,,,
3841.0,352.0,413.0,9.17,10.76,21.69,173.79,67.01,145.69,2458.0,12.39,12164.0,2.5,1000.0,3.28,40.71,,,,
4486.0,441.0,264.0,9.82,5.88,5.54,49.37,115.24,6478.92,691.0,29.03,12938.0,1.55,310.0,1.55,44.68,,,,
15460.0,858.0,729.0,5.55,4.71,8.15,148.78,100.91,76.01,630.0,14.68,7847.0,1.18,277.0,2.99,46.88,,,,
3814.0,270.0,182.0,7.09,4.78,9.06,56.61,88.45,145.34,1078.0,14.65,12267.0,1.29,350.0,2.22,32.46,,,,
12376.0,239.0,195.0,1.93,1.57,4.3,64.39,111.51,2145.82,948.0,14.08,22768.0,0.59,150.0,1.12,15.5,,,,
21989.0,2922.0,2430.0,13.29,11.05,4.64,53.1,58.72,3641.09,8296.0,10.02,190027.0,0.44,1000.0,1.2,11.5,,,,
18725.0,1362.0,436.0,7.27,2.33,5.22,168.7,74.18,596.0,1190.0,38.28,22958.0,1.98,600.0,1.32,50.46,,,,
1479,20,-11,1.35,-0.76,-1.79,88.99,129.50,292.21,-36,-29.39,1961,0.53,,,-,,,,
2609.0,118.0,42.0,4.52,1.63,4.54,128.52,47.07,1646.88,365.0,11.83,9249.0,0.47,60.0,1.39,14.57,,,,
34504.0,4707.0,3381.0,13.64,9.8,23.8,109.35,95.83,1930.66,4365.0,12.14,20545.0,2.58,219.0,0.41,4.99,,,,
1334.0,264.0,175.0,19.76,13.13,1.8,8.45,497.0,1495.87,281.0,19.91,15700.0,0.36,110.0,1.96,39.18,,,,
2385,185,44,7.75,1.85,2.53,72.12,129.47,188.73,22,40.19,1104,0.80,-,-,-,,,,
186761.0,5089.0,3802.0,2.73,2.04,6.88,807.71,,17342.64,5311.0,9.85,93935.0,0.56,1500.0,2.87,25.25,,,,
46083.0,1063.0,-524.0,2.31,-1.14,-3.63,198.76,85.82,3420.56,-6293.0,-7.68,197299.0,0.24,2200.0,4.55,-29.47,,,,
7984.0,754.0,411.0,9.45,5.14,4.69,98.67,48.76,1647.92,3918.0,11.72,84613.0,0.54,2000.0,4.36,51.01,,,,
1702.0,297.0,219.0,17.48,12.89,18.92,64.26,65.92,209.74,1385.0,14.29,7744.0,2.56,500.0,2.53,36.09,,,,
6989.0,215.0,143.0,3.08,2.05,4.61,177.26,103.3,1475.83,364.0,13.23,8108.0,0.59,60.0,1.24,16.25,,,,
123820.0,6862.0,4388.0,5.54,3.54,6.3,144.11,58.47,175.24,1005.0,14.13,16218.0,0.88,400.0,2.82,39.8,,,,
4028,-214,-692,-5.30,-17.18,-11.96,126.00,73.50,50.42,-878,-2.63,7065,0.33,-,-,-,,,,
4301.0,111.0,95.0,2.59,2.21,2.17,53.93,88.15,1298.7,145.0,20.31,7287.0,0.4,60.0,2.04,38.29,,,,
2133.0,175.0,155.0,8.19,7.24,,36.31,172.68,6583.19,2058.0,9.62,34051.0,0.58,800.0,4.04,37.24,,,,
3751.0,192.0,166.0,5.13,4.44,2.72,36.34,304.15,700.47,501.0,13.2,23066.0,0.29,300.0,4.54,48.22,,,,
15121.0,1263.0,1245.0,8.35,8.23,8.78,37.56,236.3,9308.41,3835.0,4.03,50552.0,0.31,500.0,3.24,12.12,,,,
24992.0,470.0,202.0,1.88,0.81,6.34,270.67,54.24,735.34,2341.0,37.25,39828.0,2.19,1104.0,1.27,29.22,,,,
6106,300,204,4.92,3.34,8.88,248.84,65.79,18.63,737,9.20,8589,0.79,-,-,-,,,,
14227.0,281.0,246.0,1.97,1.73,7.45,120.84,122.62,2202.7,4163.0,5.1,57586.0,0.37,875.0,4.12,21.0,,,,
3439.0,320.0,436.0,9.31,12.68,6.02,84.85,36.08,5414.52,1591.0,5.83,28074.0,0.33,125.0,1.35,7.57,,,,
16397.0,224.0,-42.0,1.37,-0.26,-0.04,59.54,91.27,6753.45,-25.0,-721.96,58989.0,0.3,304.0,1.7,-1227.98,,,,
12383.0,418.0,227.0,3.38,1.83,5.57,77.17,103.14,805.01,440.0,15.12,10686.0,0.62,80.0,1.2,13.73,,,,
1549.0,551.0,477.0,35.58,30.78,7.44,13.8,132.65,8184.19,5959.0,5.5,83093.0,0.39,700.0,2.13,11.68,,,,
2014.0,124.0,106.0,6.17,5.27,6.48,59.09,156.53,2086.56,6547.0,9.81,127891.0,0.5,1700.0,2.65,21.02,,,,
49615.0,3654.0,2947.0,7.36,5.94,11.84,72.58,62.07,1518.71,8796.0,8.81,94221.0,0.82,1500.0,1.94,13.87,,,,
1836.0,-25.0,-117.0,-1.35,-6.38,-11.77,95.69,76.92,451.9,-765.0,-5.39,6005.0,0.69,140.0,3.4,-18.3,,,,
26967.0,997.0,940.0,3.7,3.48,4.79,863.65,,415.0,1092.0,10.95,29197.0,0.41,1000.0,8.37,72.88,,,,
2701,134,108,4.96,4.00,7.42,40.99,95.04,188.03,100,11.15,1460,0.76,-,-,-,,,,
4013,10,-8,0.25,-0.20,-1.01,135.94,124.03,127.92,-12,-100.75,1136,1.03,-,-,-,,,,
1331.0,83.0,59.0,6.21,4.4,7.69,64.3,104.77,279.86,142.0,9.98,1931.0,0.74,10.0,0.7,7.01,,,,
12850,313,179,2.44,1.39,9.75,373.34,53.96,92.88,93,9.67,1013,0.89,-,-,-,,,,
1142.0,49.0,225.0,4.27,19.71,4.37,14.24,73.15,6382.75,16958.0,5.28,474854.0,0.19,410.0,0.46,2.05,,,,
867.0,5.0,2.0,0.54,0.21,0.29,63.32,123.78,694.94,11.0,269.69,4069.0,0.72,20.0,0.68,171.27,,,,
2526,447,137,17.68,5.43,7.37,164.90,89.10,3579.39,1336,40.28,23996,2.24,-,-,-,,,,
5161.0,271.0,174.0,5.24,3.37,6.93,61.92,120.33,1447.72,516.0,17.32,7537.0,1.18,250.0,2.8,48.2,,,,
6330,209,-87,3.31,-1.37,-8.33,443.42,47.16,178.39,-231,-6.50,2573,0.58,,,-,,,,
11554.0,555.0,598.0,4.8,5.18,15.29,112.06,138.51,437.38,2803.0,3.05,19063.0,0.45,700.0,8.2,25.82,,,,
865,-75,-84,-8.70,-9.69,-13.15,87.92,128.12,180.07,-328,-48.90,2970,5.40,-,-,-,,,,
1560.0,180.0,247.0,11.56,15.84,,8.11,241.62,5171.35,1799.0,6.86,25991.0,0.48,500.0,4.05,27.79,,,,
1405.0,100.0,327.0,7.1,23.31,26.85,41.32,85.5,720.05,11314.0,2.41,49555.0,0.55,4700.0,17.25,38.41,,,,
1640,151,58,9.24,3.54,12.71,93.98,140.57,118.01,1304,7.78,10939,0.93,-,-,-,,,,
180416.0,12286.0,4331.0,6.81,2.4,23.52,327.74,50.61,1602.57,18218.0,3.86,87780.0,0.8,5200.0,7.4,23.78,,,,
156597,10769,-1044,6.88,-0.67,-14.73,300.02,51.34,73.32,-1910,-2.66,11169,0.45,-,-,-,,,,
88562.0,1749.0,-4116.0,1.97,-4.65,-5.21,100.27,65.88,43217.52,-3395.0,-11.47,93687.0,0.42,1100.0,2.82,-21.89,,,,
3779.0,466.0,396.0,12.33,10.47,,25.09,317.67,9530.42,7542.0,9.57,47872.0,1.51,1700.0,2.35,22.63,,,,
107196.0,9901.0,7504.0,9.24,7.0,11.76,34.14,371.27,17320.14,9518.0,20.44,84625.0,2.3,2400.0,1.23,25.21,,,,
73497,-6166,-13154,-8.39,-17.90,-21.88,159.10,28.91,104.71,-1946,-3.50,8099,0.84,-,-,-,,,,
20964.0,816.0,529.0,3.89,2.52,3.07,84.49,133.72,2066.81,3173.0,15.95,110768.0,0.46,1000.0,1.98,29.66,,,,
2654.0,277.0,131.0,10.43,4.93,6.27,173.39,45.22,455.72,151.0,12.3,2685.0,0.69,50.0,2.7,30.6,,,,
34616.0,856.0,360.0,2.47,1.04,2.98,180.87,90.74,6464.14,9327.0,9.06,360412.0,0.23,3000.0,3.55,28.26,,,,
621,4,-20,0.58,-3.23,-7.65,204.33,38.56,-26.50,-6,-29.78,74,2.39,,,-,,,,
1510,-30,-109,-1.95,-7.20,-2.14,33.86,50.26,688.54,-156,-10.30,8072,0.20,-,-,-,,,,
12272.0,459.0,249.0,3.74,2.02,4.42,80.11,103.88,3927.77,8762.0,6.95,201388.0,0.3,2000.0,3.28,22.83,,,,
26439.0,631.0,147.0,2.39,0.56,-0.32,81.06,80.35,4305.56,-742.0,-63.9,238819.0,0.2,1500.0,3.16,-197.27,,,,
1819,16,-57,0.87,-3.13,-3.31,103.07,51.41,291.04,-47,-30.86,1448,0.99,-,-,-,,,,
12217.0,132.0,19.0,1.08,0.16,1.52,161.29,69.4,3408.97,247.0,18.73,17221.0,0.27,50.0,1.08,19.48,,,,
1929.0,86.0,78.0,4.48,4.05,27.34,109.33,85.55,3477.58,3907.0,11.32,19084.0,2.32,300.0,0.68,6.45,,,,
63942.0,4678.0,5931.0,7.32,9.28,14.24,136.05,23.06,6741.18,53472.0,5.4,399182.0,0.72,2000.0,0.69,3.74,,,,
15424.0,1584.0,943.0,10.27,6.12,6.36,97.43,143.99,11552.69,21956.0,4.71,408610.0,0.25,1750.0,1.69,6.92,,,,
737,9,14,1.21,1.90,,21.85,256.73,2439.59,17,,1410,-,,,-,,,,
1608.0,63.0,93.0,3.92,5.81,3.32,22.2,210.17,2056.63,329.0,9.82,11092.0,0.29,175.0,5.41,48.2,,,,
2205,100,50,4.53,2.28,4.42,73.17,139.17,26.58,28,241.07,633,10.48,-,-,-,,,,
30841.0,844.0,2074.0,2.74,6.73,7.4,30.67,148.17,35443.81,126504.0,5.1,1893161.0,0.34,10000.0,1.55,7.38,,,,
2596.0,108.0,190.0,4.18,7.33,5.83,29.6,391.89,1978.5,606.0,4.39,10761.0,0.25,200.0,7.52,32.63,,,,
1410,15,5,1.05,0.33,0.44,48.81,91.02,38.35,13,174.09,2508,0.89,-,-,-,,,,
8962.0,317.0,224.0,3.53,2.5,4.52,130.13,106.58,515.87,255.0,19.86,6240.0,0.81,100.0,1.97,36.49,,,,
2779.0,165.0,124.0,5.93,4.47,13.56,91.88,192.86,441.9,620.0,8.58,4981.0,1.07,92.0,1.73,21.54,,,,
,,,,,,,,,,,,,,,,"8,625  억원",197376000,,
351.0,31.0,76.0,8.84,21.51,,63.24,88.39,431.68,755.0,5.16,2658.0,1.47,100.0,2.56,13.24,,,,
1125,-136,-165,-12.13,-14.67,-33.98,804.63,41.69,178.84,-387,-3.63,1012,1.39,-,-,-,,,,
11854,292,148,2.46,1.25,10.71,115.69,63.33,2122.57,369,,3704,-,,,-,,,,
,,,,,,,,,,,,,,,,"4,365  억원",88534474,,
13307.0,540.0,183.0,4.06,1.38,10.45,280.56,57.14,6836.86,3099.0,25.27,33462.0,2.34,881.0,1.12,28.41,,,,
4684.0,-73.0,-139.0,-1.57,-2.97,0.13,150.77,36.02,6989.41,42.0,323.72,32217.0,0.42,250.0,1.86,598.87,,,,
27133.0,4737.0,3620.0,17.46,13.34,16.97,960.2,,1709.66,14287.0,5.56,89743.0,0.89,2000.0,2.52,15.92,,,,
8104,-192,-432,-2.37,-5.33,-20.84,327.66,94.71,695.66,-546,-5.57,2391,1.27,-,-,-,,,,
951,12,2,1.25,0.25,0.53,77.85,121.41,888.84,26,244.35,4818,1.32,-,-,-,,,,
24679,2100,1477,8.51,5.99,5.49,53.62,73.47,407.45,284,16.00,5400,0.84,-,-,-,,,,
3533,-23,-72,-0.65,-2.04,-25.93,480.04,55.32,-34.86,-152,-8.10,610,2.02,-,-,-,,,,
244226.0,6053.0,2024.0,2.48,0.83,7.06,193.94,110.09,391.53,1697.0,10.99,24703.0,0.75,700.0,3.75,41.24,,,,
,,,,,,,,,,,,,,,,"1,173  억원",70020000,,
1312,-174,-172,-13.26,-13.13,-39.16,131.03,76.70,317.68,-1072,-10.12,2190,4.95,-,-,-,,,,
765.0,13.0,-15.0,1.71,-1.95,-3.03,75.28,163.36,2069.52,-328.0,-94.56,13249.0,2.34,100.0,0.32,-24.36,,,,
1204.0,137.0,193.0,11.4,16.0,8.85,17.19,285.08,2019.21,168.0,24.06,2187.0,1.85,50.0,1.23,26.08,,,,
12598.0,1065.0,853.0,8.46,6.77,8.37,26.6,111.09,8696.65,3462.0,9.11,47591.0,0.66,450.0,1.43,11.6,,,,
16150.0,849.0,-173.0,5.26,-1.07,-0.06,159.22,46.43,2027.16,-6.0,-2776.24,10137.0,1.71,500.0,2.89,-7871.26,,,,
2639,-17,-46,-0.63,-1.73,-2.89,91.84,46.86,86.93,-57,-19.36,1914,0.57,-,-,-,,,,
2896.0,210.0,169.0,7.27,5.82,20.97,95.29,186.89,420.86,517.0,6.77,2619.0,1.34,227.0,6.49,43.91,,,,
12035.0,-39.0,-2606.0,-0.32,-21.65,-17.65,89.6,108.69,373.51,-4093.0,-9.77,20884.0,1.92,255.0,0.64,-6.23,,,,
666,91,-18,13.72,-2.69,3.09,-325.18,195.97,5121.95,-177,,-5803,-,,,-,,,,
80276,-941,-691,-1.17,-0.86,-4.87,1146.81,,150.87,-567,-4.98,12154,0.23,-,-,-,,,,
380488.0,23593.0,22943.0,6.2,6.03,7.28,43.8,119.4,6730.8,23867.0,10.73,345993.0,0.74,4000.0,1.56,16.37,,,,
12016.0,854.0,652.0,7.11,5.42,19.87,166.38,51.16,1047.19,1031.0,16.43,5759.0,2.94,45.0,0.27,4.36,,,,
1348,-28,-75,-2.10,-5.56,-7.77,128.77,17.60,479.80,-254,-9.96,3118,0.81,-,-,-,,,,
1597,-93,-61,-5.82,-3.84,-4.93,27.07,175.94,1032.29,-279,-9.90,5961,0.46,-,-,-,,,,
59831.0,3229.0,1220.0,5.4,2.04,20.86,453.1,45.6,2351.63,21510.0,7.18,113298.0,1.36,2000.0,1.29,9.27,,,,
2489.0,134.0,2.0,5.4,0.08,3.85,117.71,96.81,352.51,87.0,93.4,2295.0,3.56,15.0,0.18,17.15,,,,
5370.0,-129.0,-125.0,-2.4,-2.34,-3.13,46.03,89.76,834.79,-299.0,-6.07,10406.0,0.19,55.0,3.0,-18.23,,,,
