,매출액,영업이익,당기순이익,영업이익률,순이익률,ROE(지배주주),부채비율,당좌비율,유보율,EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당률(%),배당성향(%),ROE(%),주당배당금
008420,1527.0,28.0,86.0,1.83,5.64,7.47,57.61,92.7,1061.31,420.0,8.14,6077.0,0.56,50.0,1.46,11.38,,
003650,2776.0,187.0,197.0,6.74,7.09,7.36,12.52,451.12,3260.41,11312.0,5.68,183166.0,0.35,2100.0,3.27,16.15,,
001340,1713.0,125.0,101.0,7.31,5.92,5.89,82.1,45.43,374.22,226.0,14.68,4014.0,0.83,50.0,1.51,21.76,,
007210,4395.0,96.0,13.0,2.19,0.29,-0.67,59.19,121.87,646.22,-23.0,-111.11,4067.0,0.62,7.0,0.28,-25.66,,
003000,1697.0,40.0,-101.0,2.37,-5.96,-2.46,47.85,317.78,842.08,-101.0,-278.15,3775.0,7.44,91.0,0.32,-86.42,,
026940,1389.0,18.0,8.0,1.29,0.58,0.71,16.71,356.69,1037.01,40.0,110.32,5663.0,0.79,75.0,1.68,185.73,,
002070,1833,20,-523,1.10,-28.53,-54.00,109.45,122.50,597.86,-3030,-1.25,3483,1.09,,,-,,
100220,1723.0,-149.0,-149.0,-8.62,-8.65,-7.23,34.34,143.77,3176.4,-1142.0,-5.82,15991.0,0.42,150.0,2.26,-12.38,,
006660,638.0,-13.0,54.0,-2.04,8.45,2.46,16.0,203.27,5301.94,664.0,10.87,27565.0,0.26,80.0,1.11,11.88,,
032830,345343.0,17900.0,13705.0,5.18,3.97,3.53,671.76,,45621.0,6329.0,12.5,233300.0,0.34,2500.0,3.16,35.47,,
272550,3676.0,523.0,323.0,14.22,8.79,10.88,83.44,96.81,333.14,2273.0,9.35,21657.0,0.98,1000.0,4.71,44.0,,
009470,1993.0,58.0,58.0,2.93,2.9,9.04,102.43,111.7,410.73,637.0,32.66,7420.0,2.8,100.0,0.48,15.7,,
007540,3191.0,411.0,353.0,12.88,11.05,10.5,30.98,235.02,9044.7,6217.0,7.88,80786.0,0.61,200.0,0.41,2.48,,
008490,5530.0,743.0,593.0,13.44,10.72,16.73,103.19,48.26,6023.6,4581.0,11.13,30403.0,1.68,450.0,0.88,9.44,,
027970,1895,211,133,11.11,7.01,21.14,115.95,58.91,22.51,303,5.95,1525,1.18,-,-,-,,
012600,292,-56,-117,-19.29,-40.08,-144.70,126.72,41.60,148.82,-1325,-6.95,850,10.82,-,-,-,,
126720,2639,333,252,12.62,9.55,12.45,60.11,83.53,10514.42,2514,,21191,-,,,-,,
004970,3723.0,-49.0,77.0,-1.31,2.06,1.48,21.44,164.29,6344.76,479.0,19.08,32370.0,0.28,500.0,5.47,104.37,,
034300,9568.0,206.0,122.0,2.16,1.28,6.12,278.28,55.44,723.77,3058.0,8.78,50598.0,0.53,800.0,2.98,26.16,,
005800,1780.0,5.0,29.0,0.29,1.64,0.92,17.74,211.62,6850.09,324.0,32.2,35240.0,0.3,150.0,1.44,46.22,,
001720,28578.0,2575.0,1961.0,9.01,6.86,15.34,600.96,,1803.63,11544.0,4.95,165040.0,0.35,4000.0,7.01,17.56,,
009270,6943,3,-92,0.04,-1.33,-3.91,118.62,70.77,380.74,-90,-15.74,2611,0.54,-,-,-,,
019170,1978.0,78.0,50.0,3.97,2.55,1.72,30.14,276.52,1341.62,91.0,1367.82,7284.0,17.02,100.0,0.08,103.06,,
183190,7875.0,753.0,251.0,9.56,3.19,2.94,130.87,108.28,4090.19,609.0,11.9,20912.0,0.35,125.0,1.72,20.51,,
267850,1959,88,-82,4.47,-4.18,-6.04,57.32,181.31,2235.70,-737,-32.62,11734,2.05,-,-,-,,
005850,25050.0,932.0,642.0,3.72,2.56,4.74,64.12,123.62,5940.88,1362.0,11.93,30605.0,0.53,500.0,3.08,35.06,,
298690,1899,-1887,-1285,-99.35,-67.65,,838.17,25.40,42.37,-4240,-1.58,2575,2.60,-,-,-,,
900140,2742,7,-246,0.24,-8.96,-7.20,80.58,87.54,1477.25,-373,-10.33,4223,0.91,,,-,,
012160,1997.0,-224.0,-227.0,-11.22,-11.39,-12.89,130.39,43.86,434.43,-234.0,-4.98,2407.0,0.48,20.0,1.72,-6.04,,
316140,286376.0,20804.0,15152.0,7.27,5.29,5.87,1393.24,,640.05,1810.0,5.38,31918.0,0.3,360.0,3.7,19.89,,
010600,604,-126,-678,-20.80,-112.23,-141.53,263.87,55.82,-29.67,-1543,-1.52,419,5.58,,,-,,
000910,1892.0,78.0,154.0,4.13,8.16,12.93,101.37,72.93,1342.21,929.0,6.41,8009.0,0.74,125.0,2.1,13.46,,
000100,16199.0,843.0,1904.0,5.2,11.75,11.06,29.63,225.4,2653.87,2590.0,27.75,26786.0,2.68,365.0,0.51,12.94,,
084680,1315,-141,-154,-10.71,-11.72,-4.11,23.50,24.55,42.38,-109,-29.34,2564,1.24,-,-,-,,
103590,7079.0,138.0,48.0,1.95,0.68,1.57,155.88,76.44,736.2,130.0,24.39,8332.0,0.38,60.0,1.89,46.16,,
001560,732.0,36.0,33.0,4.89,4.47,3.84,14.85,370.34,1970.93,326.0,22.12,11452.0,0.63,220.0,3.05,50.54,,
004700,973.0,151.0,197.0,15.53,20.2,6.66,8.98,675.26,710.64,2956.0,20.06,88625.0,0.67,300.0,0.51,5.42,,
120030,595.0,127.0,92.0,21.36,15.45,8.09,7.71,1220.64,21019.38,7311.0,14.63,112021.0,0.96,1500.0,1.4,17.03,,
035720,41568.0,4559.0,1734.0,10.97,4.17,2.7,60.94,162.77,13881.01,355.0,219.25,14647.0,5.32,30.0,0.04,8.29,,
377300,2844,-179,-251,-6.30,-8.81,-17.97,491.76,117.36,1534.51,-201,,1640,-,,,-,,
109070,204,-49,-63,-23.77,-30.84,-317.83,327.31,48.21,11.17,-724,-5.67,327,12.55,,,-,,
029460,5764.0,761.0,574.0,13.2,9.96,9.19,32.54,248.32,7615.26,3534.0,7.82,47636.0,0.58,300.0,1.08,7.79,,
281820,3199.0,561.0,426.0,17.55,13.31,13.39,17.1,338.53,3235.45,2133.0,14.42,16676.0,1.84,220.0,0.72,10.77,,
030200,239167.0,11841.0,7034.0,4.95,2.94,4.75,116.46,102.49,869.01,2520.0,9.52,58008.0,0.41,1350.0,5.63,49.62,,
003690,113010.0,1923.0,1421.0,1.7,1.26,5.78,409.79,,4203.42,1009.0,6.69,20012.0,0.39,385.0,5.7,32.4,,
192400,5878.0,1023.0,1067.0,17.41,18.15,14.88,21.57,220.01,40233.55,3001.0,6.66,24484.0,0.82,660.0,3.3,19.22,,
284740,7866.0,1358.0,866.0,17.27,11.01,15.94,32.1,170.29,22485.99,3321.0,11.77,22357.0,1.75,600.0,1.53,18.05,,
264900,3815.0,235.0,162.0,6.15,4.25,11.0,114.21,65.37,5813.4,1219.0,7.29,11938.0,0.74,250.0,2.82,19.74,,
005740,9232.0,543.0,403.0,5.88,4.37,8.4,124.45,44.43,4453.4,1485.0,5.93,18867.0,0.47,100.0,1.14,6.53,,
011280,5620,95,45,1.70,0.81,0.97,74.71,51.87,790.90,42,138.37,4477,1.30,-,-,-,,
001420,163,-6,-,-3.93,-0.16,-0.08,21.11,455.14,752.96,-4,-1131.60,4312,0.93,50,1.25,-1366.53,,
019180,3464.0,89.0,-172.0,2.56,-4.97,-24.87,318.71,51.35,154.23,-901.0,-2.85,3741.0,0.69,30.0,1.17,-3.33,,
010820,1321,40,71,3.04,5.40,19.81,304.02,51.75,-50.37,150,14.24,934,2.29,-,-,-,,
016800,2869.0,257.0,340.0,8.97,11.87,7.53,8.25,542.29,3579.39,2961.0,10.01,50210.0,0.59,1000.0,3.37,26.96,,
034830,2374.0,938.0,851.0,39.52,35.86,9.44,67.34,,283.93,336.0,6.01,4031.0,0.5,90.0,4.46,24.2,,
047810,28251.0,1395.0,723.0,4.94,2.56,6.39,317.98,68.51,149.63,766.0,33.7,12264.0,2.1,200.0,0.78,26.13,,
002390,5036.0,284.0,270.0,5.63,5.36,7.47,114.46,102.7,5259.21,1959.0,17.0,27704.0,1.2,300.0,0.9,15.32,,
213500,15099.0,946.0,593.0,6.26,3.92,9.67,174.14,44.42,404.28,2490.0,5.56,26698.0,0.52,700.0,5.05,28.08,,
014680,6193.0,1519.0,1301.0,24.53,21.0,24.5,60.57,130.11,887.81,10864.0,18.09,49890.0,3.94,1800.0,0.92,16.26,,
004710,11949,325,262,2.72,2.19,9.70,111.89,104.24,94.23,816,12.43,8874,1.14,-,-,-,,
006390,3343.0,571.0,628.0,17.09,18.78,27.27,120.0,73.34,202.75,3732.0,7.96,15211.0,1.95,1100.0,3.7,29.47,,
052690,4317.0,296.0,202.0,6.85,4.67,,40.32,113.09,6568.51,527.0,33.84,13119.0,1.36,282.0,1.58,53.22,,
272210,16429.0,929.0,936.0,5.65,5.7,9.35,160.98,92.98,88.01,758.0,20.4,8375.0,1.85,205.0,1.33,27.07,,
195870,4587.0,435.0,300.0,9.49,6.54,13.62,65.29,89.53,172.75,1764.0,13.83,13638.0,1.79,450.0,1.84,25.51,,
079430,13846.0,372.0,266.0,2.69,1.92,5.66,66.99,99.49,2258.52,1295.0,12.32,23916.0,0.67,200.0,1.25,15.13,,
069960,22732.0,1359.0,1051.0,5.98,4.62,1.65,73.02,33.1,3680.72,3005.0,23.76,193151.0,0.37,1000.0,1.4,31.41,,
017800,18212.0,1500.0,979.0,8.24,5.38,9.78,156.12,90.8,376.36,2368.0,16.77,24732.0,1.61,800.0,2.02,34.31,,
093240,1353,-3,-8,-0.19,-0.57,-1.23,116.65,152.32,287.18,-24,-233.76,1952,2.86,-,-,-,,
003010,2175.0,88.0,48.0,4.05,2.21,4.97,111.73,58.7,1718.99,413.0,12.56,9975.0,0.52,120.0,2.31,24.56,,
081660,31288.0,3411.0,1977.0,10.9,6.32,10.94,102.36,105.55,2105.04,2286.0,19.11,21506.0,2.03,185.0,0.42,8.0,,
027410,1544.0,146.0,179.0,9.48,11.58,1.81,7.88,423.53,1512.94,285.0,17.2,15782.0,0.31,110.0,2.25,38.65,,
012030,2724,269,63,9.86,2.30,2.39,50.62,73.92,194.55,31,25.54,1642,0.48,-,-,-,,
005830,201106.0,7223.0,5545.0,3.59,2.76,8.98,824.64,,18677.94,7801.0,5.61,106677.0,0.41,2200.0,5.03,23.92,,
017940,39276.0,395.0,563.0,1.01,1.43,5.18,200.08,57.03,3562.15,8788.0,5.08,204909.0,0.22,2200.0,4.93,21.1,,
060980,7358.0,907.0,441.0,12.33,5.99,4.97,121.16,60.09,1687.68,4206.0,8.89,87631.0,0.43,2000.0,5.35,45.95,,
234080,1835.0,395.0,173.0,21.5,9.43,13.56,61.82,57.33,234.7,1093.0,18.99,8367.0,2.48,500.0,2.41,45.76,,
009440,6804.0,-479.0,-789.0,-7.04,-11.6,-22.24,237.38,95.59,1124.57,-1649.0,-3.15,6925.0,0.75,40.0,0.77,-2.39,,
032640,134176.0,8862.0,4781.0,6.6,3.56,6.46,139.83,73.25,186.7,1069.0,10.99,16891.0,0.7,450.0,3.83,42.09,,
000680,3349,-323,-247,-9.64,-7.37,-4.87,149.06,26.62,44.16,-313,-8.59,6711,0.40,-,-,-,,
009160,3659.0,78.0,341.0,2.13,9.33,7.54,58.9,77.56,1391.95,522.0,4.73,8071.0,0.31,60.0,2.43,10.1,,
100840,2374.0,231.0,98.0,9.74,4.12,4.07,42.23,170.51,6618.71,1304.0,12.0,36206.0,0.43,800.0,5.11,55.12,,
003570,3018.0,136.0,83.0,4.52,2.76,1.37,39.49,244.19,697.8,251.0,23.48,25310.0,0.23,300.0,5.09,88.51,,
036530,14358.0,1271.0,779.0,8.85,5.42,4.62,40.37,209.29,10423.13,2294.0,6.5,57792.0,0.26,650.0,4.36,25.69,,
005610,25427.0,511.0,-124.0,2.01,-0.49,-3.98,290.06,46.9,689.26,-1444.0,-49.88,37383.0,1.93,1104.0,1.53,-47.37,,
077970,5867,143,206,2.44,3.52,8.19,203.70,58.74,108.46,747,9.75,9638,0.76,-,-,-,,
267290,10868.0,181.0,190.0,1.67,1.75,5.46,96.16,125.6,2304.53,3221.0,5.77,60510.0,0.31,875.0,4.7,27.14,,
000050,3292.0,219.0,130.0,6.64,3.96,1.76,70.49,31.77,5485.48,475.0,26.09,28520.0,0.43,125.0,1.01,24.96,,
002240,13974.0,98.0,27.0,0.7,0.19,0.62,53.51,100.74,6768.34,366.0,40.15,59013.0,0.25,261.0,1.77,71.24,,
009290,12438.0,466.0,456.0,3.75,3.67,10.08,65.41,104.89,890.92,865.0,11.84,11627.0,0.88,100.0,0.98,9.05,,
037710,1475.0,483.0,432.0,32.75,29.26,6.35,12.34,197.04,8647.66,5395.0,5.67,87753.0,0.35,700.0,2.29,12.91,,
008870,2193.0,66.0,-36.0,3.03,-1.65,-3.4,112.12,93.2,2000.64,-3454.0,-16.56,123048.0,0.46,1300.0,2.27,-30.47,,
011780,48095.0,7422.0,5830.0,15.43,12.12,20.18,59.64,96.71,1841.63,17405.0,8.33,112845.0,1.28,4200.0,2.9,19.87,,
006570,1566,-69,-128,-4.38,-8.18,-15.14,108.89,67.00,357.04,-834,-4.77,5045,0.79,-,-,-,,
003540,28680.0,2392.0,1470.0,8.34,5.13,7.35,935.15,,434.22,1707.0,7.61,30963.0,0.42,1200.0,9.23,54.29,,
014160,2607,47,33,1.80,1.27,2.18,35.13,116.18,194.02,31,54.14,1493,1.11,-,-,-,,
006340,3673,43,23,1.16,0.63,2.79,124.89,123.98,132.48,32,33.60,1159,0.93,-,-,-,,
024890,1088.0,3.0,-22.0,0.32,-2.01,-2.8,70.73,84.66,272.24,-53.0,-33.95,1857.0,0.96,10.0,0.56,-18.82,,
002880,14669,472,216,3.21,1.47,-1.86,387.50,59.86,85.50,-19,-44.24,1045,0.81,,,-,,
003830,869.0,30.0,162.0,3.45,18.65,2.84,18.95,350.28,6841.83,12201.0,8.36,540554.0,0.19,410.0,0.4,2.84,,
004830,1177.0,56.0,36.0,4.73,3.08,5.61,58.58,129.49,733.47,212.0,37.0,4278.0,1.83,45.0,0.57,19.43,,
145720,2297.0,396.0,222.0,17.23,9.67,10.34,123.2,71.61,3949.55,2037.0,20.18,26588.0,1.55,200.0,0.49,7.65,,
002150,5749.0,240.0,178.0,4.18,3.1,7.0,75.86,115.76,1488.94,529.0,15.41,7617.0,1.07,280.0,3.44,52.26,,
004140,5921,246,134,4.15,2.26,12.87,351.16,48.85,195.22,356,6.21,2732,0.81,-,-,-,,
005960,11722.0,482.0,443.0,4.11,3.78,10.1,107.51,159.34,478.71,1973.0,6.87,20046.0,0.68,900.0,6.64,46.48,,
002210,878,-37,-141,-4.18,-16.04,-22.52,128.79,94.53,129.37,-540,-23.07,2344,5.31,-,-,-,,
282690,1432.0,170.0,133.0,11.84,9.31,3.69,7.89,257.01,5283.72,971.0,10.17,26718.0,0.37,800.0,8.1,82.38,,
084670,835.0,-221.0,-164.0,-26.48,-19.65,-13.74,56.83,19.98,577.98,-5659.0,-4.42,40702.0,0.61,500.0,2.0,-8.02,,
030720,1454,-21,-34,-1.44,-2.31,-6.53,103.81,103.35,104.13,-694,-13.37,10314,0.90,-,-,-,,
000150,114285.0,-204.0,-9639.0,-0.18,-8.43,-34.34,288.91,54.08,1818.42,-25839.0,-2.03,93238.0,0.56,2000.0,3.82,-3.6,,
034020,91715,-1345,-8384,-1.47,-9.14,-37.20,259.77,58.98,31.77,-3732,-3.49,8094,1.61,,,-,,
004990,90866.0,1562.0,-2389.0,1.72,-2.63,-3.03,113.0,64.73,42551.94,-1874.0,-18.84,89735.0,0.39,1000.0,2.83,-36.06,,
268280,3720.0,492.0,347.0,13.23,9.32,13.58,25.28,349.16,10034.09,6726.0,15.54,51701.0,2.02,1700.0,1.63,24.84,,
018260,110174.0,8716.0,4529.0,7.91,4.11,6.71,33.47,380.96,17986.52,5731.0,31.15,86219.0,2.07,2400.0,1.34,41.86,,
010140,68603,-10541,-14927,-15.37,-21.76,-33.05,247.54,35.93,57.72,-2201,-3.00,5750,1.15,,,-,,
145990,20518.0,1116.0,770.0,5.44,3.75,5.06,90.43,74.74,2154.2,5396.0,11.19,116622.0,0.52,1250.0,2.07,21.81,,
002450,2479.0,202.0,100.0,8.14,4.02,4.49,179.22,50.88,466.68,111.0,13.17,2671.0,0.55,50.0,3.42,41.62,,
004690,32080.0,946.0,273.0,2.95,0.85,2.49,177.53,132.62,6556.93,7883.0,10.33,375867.0,0.22,3000.0,3.69,32.13,,
004410,616,7,-25,1.21,-4.06,-9.36,163.52,35.78,-22.14,-7,-32.15,78,3.02,,,-,,
000180,1709,80,51,4.70,2.96,0.96,32.73,58.89,703.62,73,30.73,8215,0.27,-,-,-,,
306200,11505.0,536.0,331.0,4.66,2.87,5.67,76.74,118.37,4114.97,11656.0,7.76,212582.0,0.43,2500.0,2.76,21.17,,
003030,23064.0,671.0,338.0,2.91,1.46,1.76,74.01,94.3,4373.8,4124.0,10.8,241520.0,0.18,1500.0,3.37,35.48,,
091090,1099,-60,-266,-5.43,-24.18,-15.32,90.91,35.65,223.70,-214,-6.95,1229,1.21,-,-,-,,
033530,11828.0,-62.0,-219.0,-0.52,-1.85,-4.69,198.55,66.31,2816.41,-729.0,-12.66,14391.0,0.64,50.0,0.54,-7.55,,
134790,2275.0,197.0,173.0,8.68,7.62,42.92,96.31,98.8,5152.04,8672.0,6.4,29057.0,1.91,300.0,0.54,2.9,,
004170,47693.0,885.0,-691.0,1.85,-1.45,-2.81,152.49,21.81,6370.64,-10512.0,-22.78,349962.0,0.68,1500.0,0.63,-14.26,,
002030,15271.0,1470.0,829.0,9.62,5.43,5.3,89.02,132.41,11900.93,19180.0,4.72,437388.0,0.21,2000.0,2.21,8.8,,
137310,16862,7383,6216,43.78,36.87,139.97,92.94,116.38,1504.85,6597,,8016,-,,,8.11,,
025530,1416.0,64.0,50.0,4.53,3.54,2.02,24.38,272.2,2067.13,201.0,15.19,10857.0,0.28,100.0,3.28,45.21,,
003520,2085,4,-1,0.18,-0.06,-0.12,64.38,156.73,25.14,-1,-11046.00,626,12.85,-,-,-,,
000670,31834.0,467.0,853.0,1.47,2.68,4.03,34.72,135.71,36410.82,72005.0,7.47,1930799.0,0.28,10000.0,1.86,12.97,,
002920,2415.0,-15.0,-30.0,-0.63,-1.23,-1.75,39.36,223.84,1904.56,-182.0,-15.11,10315.0,0.27,120.0,4.36,-65.15,,
093230,1652,-17,-224,-1.05,-13.58,-15.35,53.42,103.87,9.87,-381,-8.52,1989,1.63,-,-,-,,
015860,9340.0,276.0,168.0,2.95,1.8,3.51,122.99,87.72,520.23,205.0,27.13,6299.0,0.88,100.0,1.8,45.47,,
317400,3562.0,273.0,209.0,7.68,5.87,13.59,154.26,58.89,506.9,718.0,16.29,5578.0,2.1,138.0,1.18,19.21,,
010640,371.0,22.0,16.0,6.04,4.34,6.03,66.45,86.97,438.29,161.0,24.0,2691.0,1.44,125.0,3.23,77.52,,
009310,1687,70,68,4.18,4.05,7.18,764.54,430.92,257.47,87,16.95,1465,1.01,,,-,,
381970,13231,377,241,2.85,1.82,15.11,100.22,75.18,2461.09,602,,4268,-,,,143.86,,
192820,13829,666,-291,4.82,-2.10,6.23,337.31,59.78,7082.30,2082,46.85,33405,2.92,,,-,,
044820,5259.0,12.0,-172.0,0.23,-3.27,-2.15,165.34,44.79,6766.54,-670.0,-26.18,30463.0,0.58,200.0,1.14,-29.68,,
039490,45197.0,9690.0,7062.0,21.44,15.62,27.63,1203.02,,2191.17,27681.0,4.57,114155.0,1.11,3000.0,2.37,10.98,,
091810,2692,-1743,-1379,-64.75,-51.21,-90.15,503.31,61.22,108.89,-1644,-1.40,949,2.42,-,-,-,,
004720,966,-7,91,-0.69,9.44,13.21,62.19,155.17,1080.83,673,16.79,5693,1.98,-,-,-,,
028670,24972.0,2252.0,907.0,9.02,3.63,3.25,66.01,86.87,424.79,173.0,29.0,5250.0,0.96,50.0,1.0,28.89,,
090080,3386,-72,-78,-2.13,-2.30,-26.40,695.00,43.30,-63.66,-142,-8.35,465,2.55,-,-,-,,
047050,214724.0,4745.0,2295.0,2.21,1.07,7.69,163.47,112.89,416.01,1934.0,7.52,25598.0,0.57,700.0,4.81,36.2,,
123690,725,-170,-77,-23.44,-10.56,-23.66,155.36,83.28,229.58,-476,-26.77,1835,6.95,-,-,-,,
003350,620,-22,-40,-3.51,-6.49,-8.71,75.41,164.61,1891.32,-887,-41.75,12213,3.03,-,-,-,,
042700,2574.0,666.0,501.0,25.9,19.48,21.03,27.18,237.75,2069.18,482.0,18.76,2614.0,3.46,200.0,2.21,39.24,,
020000,11959.0,1021.0,849.0,8.53,7.1,7.85,27.75,72.19,9309.65,3455.0,8.76,51075.0,0.59,450.0,1.49,11.62,,
105630,16983.0,649.0,258.0,3.82,1.52,8.56,142.33,60.69,2142.69,877.0,19.96,10738.0,1.63,500.0,2.86,55.95,,
025750,2532,27,6,1.08,0.23,0.38,90.88,62.67,87.56,7,294.63,1918,1.12,-,-,-,,
130660,3293.0,190.0,135.0,5.78,4.09,16.2,96.66,162.02,410.93,419.0,11.37,2553.0,1.87,208.0,4.37,49.65,,
180640,4088,-2211,-3415,-54.09,-83.54,-19.55,109.62,123.06,466.54,-4476,-14.10,22668,2.78,-,-,-,,
372910,1518,387,247,25.50,16.28,-206.06,381.13,41.83,4928.32,1746,,1769,-,,,-,,
000370,78675,703,483,0.89,0.61,3.11,1043.66,,192.39,525,7.31,14390,0.27,-,-,-,,
012330,366265.0,18303.0,15268.0,5.0,4.17,4.66,45.52,124.47,6974.06,16082.0,15.89,359387.0,0.71,4000.0,1.57,24.2,,
241590,11158.0,625.0,415.0,5.6,3.72,9.26,114.89,72.49,1174.04,662.0,21.44,8554.0,1.66,45.0,0.32,6.79,,
133820,986,-130,-155,-13.17,-15.74,-18.43,132.94,25.41,382.83,-525,-5.24,2583,1.07,-,-,-,,
010660,1368,-48,-46,-3.49,-3.33,-3.72,21.91,190.33,993.30,-207,-12.73,6071,0.43,-,-,-,,
298020,51616.0,2666.0,1683.0,5.16,3.26,25.1,294.79,52.12,2919.94,31610.0,6.68,139253.0,1.52,5000.0,2.37,15.77,,
093370,2616,28,27,1.07,1.01,4.60,120.30,70.80,371.99,108,109.53,2394,4.93,-,-,-,,
005010,3656.0,177.0,86.0,4.83,2.36,2.13,45.76,107.6,857.12,206.0,6.44,10876.0,0.13,36.0,2.74,15.42,,
000990,9359.0,2393.0,1660.0,25.57,17.74,23.07,48.33,90.75,293.62,3730.0,13.67,18294.0,2.79,350.0,0.69,9.16,,
001880,17346.0,2034.0,1493.0,11.72,8.61,23.71,86.87,194.89,588.16,7750.0,3.94,34409.0,0.89,550.0,1.8,12.14,,
375500,,,,,,,,,,,,,,,,,,
089470,6894.0,346.0,138.0,5.02,2.0,4.79,79.31,171.22,1759.28,432.0,15.31,10129.0,0.65,140.0,2.11,29.33,,
267250,189110.0,-5971.0,-7897.0,-3.16,-4.18,-8.12,139.32,74.82,9094.16,-7631.0,-7.43,99265.0,0.57,3700.0,6.53,-42.92,,
003580,354,-142,-296,-40.09,-83.58,-40.69,77.63,106.69,343.81,-910,-5.94,2013,2.68,,,-,,
082740,8300,200,60,2.41,0.73,3.16,272.59,24.28,440.21,144,45.90,4608,1.71,-,-,-,,
001060,5473.0,-13.0,-153.0,-0.24,-2.79,-6.97,164.66,80.1,292.9,-648.0,-52.57,8921.0,3.82,307.0,0.9,-46.91,,
093050,16105.0,771.0,286.0,4.78,1.78,1.41,75.3,99.63,754.06,592.0,24.83,43342.0,0.34,500.0,3.4,82.21,,
005490,577928.0,24030.0,17882.0,4.16,3.09,3.61,65.89,158.68,9830.37,18376.0,14.8,583188.0,0.47,8000.0,2.94,38.72,,
004060,1678,-208,-104,-12.37,-6.17,-5.16,36.16,83.15,93.17,-51,-11.83,969,0.62,-,-,-,,
361610,4693,1252,882,26.68,18.79,11.00,64.84,192.77,1864.26,1521,,19258,-,,,-,,
002820,4125,-39,-105,-0.94,-2.54,-4.32,159.94,69.88,1611.10,-730,-6.92,17124,0.29,-,-,-,,
002710,4318.0,10.0,-17.0,0.22,-0.39,-1.3,153.25,57.59,383.08,-65.0,-81.98,5054.0,1.05,15.0,0.28,-22.45,,
002900,7133,291,64,4.08,0.90,2.98,284.73,55.17,131.37,28,56.19,961,1.64,-,-,-,,
000500,8574.0,127.0,95.0,1.47,1.11,3.65,105.82,112.05,1204.65,1872.0,10.05,54363.0,0.35,492.0,2.61,24.81,,
214390,2153.0,87.0,94.0,4.02,4.37,6.16,62.27,81.08,1206.97,393.0,41.56,6528.0,2.5,100.0,0.61,25.42,,
002140,1905.0,92.0,68.0,4.82,3.55,6.91,111.01,59.64,313.62,275.0,17.83,4153.0,1.18,35.0,0.71,12.6,,
017900,1502,-78,-163,-5.22,-10.88,-7.56,20.92,367.12,616.60,-274,-8.57,3966,0.59,-,-,-,,
001140,1099,-108,-205,-9.83,-18.67,-67.86,194.62,46.60,25.05,-414,-4.36,609,2.97,,,-,,
001260,2380,152,138,6.39,5.78,23.09,207.71,97.32,110.43,1400,9.57,6751,1.98,-,-,-,,
004270,925.0,-14.0,-101.0,-1.51,-10.95,-10.32,118.83,58.3,493.67,-275.0,-15.36,3412.0,1.24,35.0,0.83,-6.33,,
005720,19685.0,623.0,8.0,3.17,0.04,1.05,107.67,113.84,3575.29,190.0,24.31,18783.0,0.25,85.0,1.84,43.89,,
023590,47329.0,10154.0,6794.0,21.45,14.36,18.85,1090.14,7.21,7109.14,6143.0,3.57,36697.0,0.6,500.0,2.28,7.85,,
019680,6270.0,-280.0,-182.0,-4.47,-2.9,-3.02,51.22,54.03,1189.04,-169.0,-21.85,6686.0,0.55,100.0,2.71,-48.31,,
009320,759,-10,-36,-1.31,-4.77,-10.09,163.41,48.00,12.80,-76,-36.46,733,3.79,-,-,-,,
001130,9702.0,230.0,208.0,2.37,2.15,2.7,38.95,143.99,8955.25,12322.0,13.47,474227.0,0.35,2000.0,1.2,15.8,,
023450,1249.0,135.0,99.0,10.8,7.96,16.1,65.86,69.46,1469.55,2753.0,17.91,13650.0,3.61,9900.0,20.08,358.24,,
092780,3215.0,17.0,-71.0,0.53,-2.2,-7.29,262.07,43.25,1406.4,-552.0,-10.45,7450.0,0.77,60.0,1.04,-10.33,,
210540,3048.0,355.0,254.0,11.66,8.34,14.27,52.23,166.31,3350.37,2301.0,5.17,17131.0,0.69,220.0,1.85,9.55,,
089860,22521,1599,415,7.10,1.84,6.73,657.31,37.84,1103.18,1562,,23931,-,,,7.68,,
009900,8090,662,-888,8.18,-10.97,-67.39,159.12,92.64,982.63,-2306,-19.79,4177,10.93,-,-,-,,
009580,5279.0,63.0,-76.0,1.2,-1.43,-1.43,137.84,52.94,281.77,-139.0,-26.13,9521.0,0.38,125.0,3.45,-90.22,,
002840,2950.0,429.0,518.0,14.54,17.58,21.07,22.94,211.6,3868.2,10365.0,11.72,53838.0,2.26,700.0,0.58,6.71,,
003610,1165.0,-13.0,51.0,-1.15,4.39,2.62,23.39,137.89,874.02,118.0,16.33,4943.0,0.39,35.0,1.82,27.14,,
008040,3876,160,96,4.14,2.48,4.74,114.92,26.24,226.10,68,14.10,1583,0.60,-,-,-,,
006090,3276.0,267.0,185.0,8.16,5.63,10.48,72.49,62.09,378.46,1959.0,5.02,19611.0,0.5,150.0,1.52,7.66,,
000810,240449.0,10444.0,7573.0,4.34,3.15,4.96,468.68,,67008.97,14931.0,12.56,382525.0,0.49,8800.0,4.69,49.55,,
006110,1970.0,74.0,35.0,3.75,1.78,3.2,88.0,43.1,1907.17,319.0,36.18,10036.0,1.15,100.0,0.87,31.32,,
002170,1984.0,577.0,499.0,29.08,25.15,14.17,12.39,675.68,2456.99,16637.0,3.77,131811.0,0.48,1250.0,1.99,7.14,,
